student_id,first_name,age,gender,year_of_study,admission_year,home_region,commuter,has_scholarship,major,favorite_genre,sleep_hours,study_hours,exercise_min,social_media_min,coffee_cups,stress_level,monthly_spending,survey_date,gpa_term1,gpa_term2,gpa_term3,gpa_term4,gpa,passed_course
S03543,Ahmed,20,M,1,2025,New Cairo,No,No,Biology,hiphop,6.9,26.7,172,91,3,7,4922,2026-05-14,,,,3.2,3.13,Yes
S03544,Hana,20,F,1,2025,6th of October/Sheikh Zayed,No,No,Business,jazz,7.0,23.4,139,58,2,5,3090,2025-11-09,,,,2.24,2.19,Yes
S03545,Ghada,21,F,2,2024,Heliopolis,No,No,Psychology,pop,8.4,24.4,117,81,0,4,6394,2025-09-28,,,3.65,3.12,3.31,Yes
S03546,Mahmoud,23,M,4,2022,Heliopolis,Yes,No,Biology,classical,5.4,23.3,40,76,0,8,5361,2025-12-27,3.12,2.85,2.64,2.55,2.75,Yes
S03547,Youssef,18,M,1,2025,Heliopolis,Yes,No,Computer Science,edm,5.3,23.9,50,318,4,7,6591,2025-11-17,,,,2.39,2.63,Yes
S03548,Sarah,22,F,4,2022,New Cairo,No,Yes,Business,hiphop,8.0,27.0,102,213,1,7,4511,2026-04-24,3.74,3.66,3.98,3.53,3.81,Yes
S03549,Jana,21,F,4,2022,Other Greater Cairo,Yes,No,Psychology,edm,8.6,16.0,107,58,2,4,17984,2025-09-30,2.67,2.72,2.63,2.31,2.38,Yes
S03550,Youssef,20,M,1,2025,Maadi/Zamalek,Yes,No,Engineering,pop,7.6,27.1,20,260,3,4,6735,2025-10-02,,,,3.45,3.41,Yes
S03551,Mohamed,21,M,4,2022,6th of October/Sheikh Zayed,No,No,Biology,pop,6.7,23.7,119,153,0,7,3867,2026-03-20,3.23,3.31,3.09,3.25,3.12,Yes
S03552,Mohamed,22,M,4,2022,Other Greater Cairo,No,No,Psychology,pop,12.0,13.6,87,99,3,3,5196,2025-09-14,1.55,1.54,1.85,2.11,1.87,No
S03553,Mohamed,21,M,3,2023,Maadi/Zamalek,No,No,Mathematics,classical,6.0,25.1,164,42,2,8,2500,2025-12-15,,2.47,2.71,2.69,2.52,Yes
S03554,Ahmed,19,M,2,2024,Heliopolis,Yes,No,Mathematics,hiphop,7.6,28.5,105,202,1,4,21138,2026-02-05,,,4.0,4.0,3.9,Yes
S03555,Tarek,22,M,4,2022,Other Greater Cairo,Yes,No,Computer Science,pop,4.9,28.7,124,143,2,5,17580,2026-01-22,3.0,3.56,3.16,3.19,3.43,Yes
S03556,Sarah,21,F,4,2022,Heliopolis,Yes,No,Psychology,classical,7.1,10.5,87,421,3,5,9359,2025-09-22,2.25,2.03,1.87,1.98,2.15,Yes
S03557,Karim,20,M,2,2024,6th of October/Sheikh Zayed,Yes,No,Business,pop,8.2,20.4,35,140,3,7,2695,2025-11-07,,,3.43,3.25,3.35,Yes
S03558,Malak,22,F,4,2022,Heliopolis,Yes,Yes,Business,pop,7.6,21.6,111,85,2,5,2642,2026-02-06,3.79,3.72,3.71,3.21,3.62,Yes
S03559,Kareem,20,M,2,2024,Heliopolis,Yes,No,Computer Science,pop,6.7,12.7,97,162,3,5,4731,2026-01-17,,,3.26,3.31,3.24,Yes
S03560,Mostafa,20,M,2,2024,New Cairo,Yes,No,Engineering,pop,5.3,24.0,74,211,6,6,2500,2026-01-26,,,2.99,2.94,3.11,Yes
S03561,Sara,19,F,1,2025,6th of October/Sheikh Zayed,Yes,No,Engineering,edm,5.0,33.9,95,119,2,6,2972,2025-09-28,,,,3.71,3.83,Yes
S03562,Khaled,22,M,3,2023,New Cairo,No,No,Computer Science,hiphop,9.2,36.7,143,114,2,4,3114,2025-10-15,,4.0,4.0,4.0,4.0,Yes
S03563,Zeina,22,F,4,2022,Heliopolis,Yes,No,Computer Science,pop,8.4,25.2,4,58,9,7,3022,2026-01-01,2.95,3.21,3.32,2.98,2.97,Yes
S03564,Mahmoud,22,M,4,2022,6th of October/Sheikh Zayed,No,No,Psychology,rock,6.4,29.7,205,86,0,6,3183,2026-03-10,2.99,2.48,2.61,2.62,2.55,Yes
S03565,Hana,22,F,3,2023,New Cairo,No,Yes,Mathematics,edm,6.6,27.2,260,106,6,6,2500,2025-12-14,,3.79,3.3,3.61,3.52,Yes
S03566,Mahmoud,22,M,3,2023,New Cairo,No,No,Mathematics,pop,8.9,26.6,124,273,2,8,2500,2025-11-27,,3.77,3.66,3.92,3.76,Yes
S03567,Zayneb,20,F,3,2023,New Cairo,No,Yes,Business,jazz,7.6,18.0,80,113,2,4,5509,2025-10-18,,3.49,3.12,3.14,3.39,Yes
S03568,Ali,20,M,1,2025,Heliopolis,Yes,No,Business,pop,4.8,14.7,71,295,0,7,7150,2025-11-07,,,,2.48,2.39,Yes
S03569,Aya,20,F,1,2025,6th of October/Sheikh Zayed,Yes,No,Psychology,hiphop,7.2,23.1,87,358,3,6,3910,2025-09-05,,,,2.15,2.42,Yes
S03570,Salah,20,M,3,2023,New Cairo,No,No,Biology,rock,7.8,19.9,42,79,4,6,2813,2026-03-29,,2.92,3.11,3.26,3.04,Yes
S03571,Sohila,21,F,2,2024,6th of October/Sheikh Zayed,Yes,No,Psychology,edm,6.8,28.5,37,187,1,5,2500,2026-02-12,,,3.35,3.41,3.3,Yes
S03572,Mustafa,20,M,2,2024,Heliopolis,Yes,Yes,Psychology,hiphop,4.8,20.4,75,91,3,7,6132,2026-01-16,,,2.88,3.04,3.14,Yes
S03573,Zeina,19,F,2,2024,6th of October/Sheikh Zayed,Yes,No,Psychology,rock,7.8,8.9,10,365,1,6,12760,2025-12-22,,,1.35,1.86,1.46,No
S03574,Karim,20,M,1,2025,6th of October/Sheikh Zayed,No,No,Engineering,jazz,4.7,22.2,127,293,1,8,2842,2026-04-25,,,,3.1,3.14,Yes
S03575,Farida,22,F,3,2023,Maadi/Zamalek,Yes,No,Psychology,hiphop,9.8,16.1,138,36,2,5,4323,2026-01-02,,0.82,0.74,0.94,0.85,No
S03576,Daniel,21,M,3,2023,Other Greater Cairo,Yes,No,Mathematics,jazz,8.7,29.9,84,136,3,3,5150,2025-09-21,,3.86,3.42,3.39,3.52,Yes
S03577,Tarek,22,M,4,2022,Other Greater Cairo,Yes,No,Engineering,pop,6.1,20.6,50,310,5,6,5364,2025-10-18,2.78,2.73,2.94,3.29,3.08,Yes
S03578,Malak,18,F,1,2025,Heliopolis,Yes,Yes,Psychology,pop,7.0,21.5,82,188,1,6,5644,2026-02-04,,,,2.93,3.04,Yes
S03579,Habiba,21,F,3,2023,New Cairo,No,No,Business,hiphop,8.3,19.8,161,520,1,6,3773,2026-02-23,,2.48,2.83,2.49,2.67,Yes
S03580,Ahmed,21,M,2,2024,New Cairo,Yes,Yes,Business,edm,5.6,17.4,200,107,5,7,3668,2025-12-21,,,2.68,2.96,2.84,Yes
S03581,Nour,18,F,1,2025,Maadi/Zamalek,No,No,Computer Science,rock,8.8,27.6,97,343,3,4,5049,2025-10-28,,,,1.85,1.93,No
S03582,Nour,23,F,4,2022,Other Greater Cairo,Yes,Yes,Computer Science,edm,5.8,24.5,156,110,3,6,4518,2026-02-16,3.67,3.72,3.54,3.88,3.75,Yes
S03583,Nourhan,18,F,1,2025,New Cairo,No,No,Biology,pop,7.1,24.4,153,378,2,8,6297,2026-05-05,,,,2.4,2.33,Yes
S03584,Ghada,18,F,1,2025,New Cairo,Yes,Yes,Psychology,edm,10.2,10.9,50,128,0,4,6387,2025-11-06,,,,2.68,2.52,Yes
S03585,Abdelrahman,20,M,1,2025,New Cairo,No,No,Business,hiphop,8.0,27.5,28,55,5,9,3582,2025-12-13,,,,3.27,3.14,Yes
S03586,Christine,21,F,2,2024,Heliopolis,Yes,No,Computer Science,pop,8.8,17.4,172,168,3,7,2500,2025-12-18,,,2.74,2.82,3.01,Yes
S03587,Abdulla,20,M,1,2025,New Cairo,Yes,No,Biology,pop,7.3,17.8,143,90,3,4,3917,2026-03-09,,,,2.91,3.07,Yes
S03588,Malak,20,F,2,2024,Other Greater Cairo,No,Yes,Engineering,edm,7.9,38.8,225,44,2,5,2500,2026-02-12,,,3.82,3.88,4.0,Yes
S03589,Farida,18,F,1,2025,6th of October/Sheikh Zayed,Yes,No,Engineering,pop,5.7,37.1,59,225,3,5,5143,2025-11-05,,,,4.0,3.96,Yes
S03590,Mahmoud,22,M,3,2023,Heliopolis,Yes,No,biology,hiphop,7.9,24.2,99,153,1,6,7135,2026-01-06,,2.8,3.17,3.3,3.06,Yes
S03591,Hassan,22,M,3,2023,Heliopolis,Yes,Yes,Biology,edm,4.8,23.4,69,86,1,7,2626,2026-01-06,,2.77,2.96,3.06,2.85,Yes
S03592,Mariam,20,F,2,2024,New Cairo,Yes,No,Psychology,classical,5.5,23.3,34,159,1,8,4311,2025-12-10,,,2.96,3.18,2.94,Yes
S03593,Marwan,22,M,3,2023,New Cairo,No,No,Psychology,pop,7.4,19.9,151,198,0,6,6672,2025-09-20,,3.63,3.49,3.6,3.51,Yes
S03594,Salma,20,F,1,2025,Maadi/Zamalek,Yes,Yes,Computer Science,edm,,18.1,57,375,2,5,4392,2025-09-04,,,,3.19,3.06,Yes
S03595,Karim,21,M,4,2022,New Cairo,Yes,No,Biology,pop,4.6,18.7,224,50,5,7,4170,2025-12-11,1.48,1.45,1.69,2.23,1.99,No
S03596,Bassel,19,M,1,2025,Maadi/Zamalek,No,No,Psychology,hiphop,7.9,16.0,68,93,2,5,6345,2026-04-22,,,,2.49,2.37,Yes
S03597,Jana,21,F,2,2024,6th of October/Sheikh Zayed,No,No,Biology,edm,8.7,27.7,68,132,3,4,3090,2025-11-27,,,2.91,3.05,2.9,Yes
S03598,Nour,21,F,3,2023,Maadi/Zamalek,Yes,No,Engineering,pop,5.7,33.3,23,119,7,6,4047,2026-03-27,,4.0,4.0,3.57,3.85,Yes
S03599,Zayneb,23,F,4,2022,6th of October/Sheikh Zayed,No,No,Business,hiphop,7.0,20.4,70,103,3,5,2907,2026-03-06,2.91,2.87,2.73,3.34,2.88,Yes
S03600,Ali,22,M,4,2022,Other Greater Cairo,Yes,No,Computer Science,jazz,7.1,25.4,50,309,3,6,7683,2026-02-02,2.5,3.15,3.34,3.1,3.48,Yes
S03601,Zeina,21,F,2,2024,Maadi/Zamalek,Yes,No,Mathematics,hiphop,6.1,21.7,238,407,0,6,7616,2025-09-19,,,3.15,3.62,3.4,Yes
S03602,Ahmed,20,M,2,2024,Maadi/Zamalek,No,No,Business,hiphop,8.8,36.7,83,459,2,5,7403,2026-01-25,,,4.0,3.93,4.0,Yes
S03603,Marwan,19,M,1,2025,New Cairo,No,Yes,Business,hiphop,8.2,20.9,119,243,1,4,4032,2026-02-12,,,,3.48,3.47,Yes
S03604,Ibrahim,19,M,1,2025,6th of October/Sheikh Zayed,Yes,No,Engineering,pop,6.1,24.6,413,114,2,6,4903,2026-02-04,,,,3.34,3.35,Yes
S03605,Tasneem,20,F,2,2024,Maadi/Zamalek,Yes,No,Engineering,edm,6.0,29.0,42,144,4,5,3878,2025-09-29,,,4.0,3.9,4.0,Yes
S03606,Saif,20,M,1,2025,6th of October/Sheikh Zayed,Yes,No,Business,edm,7.9,18.7,128,333,3,6,5297,2026-03-14,,,,2.71,2.75,Yes
S03607,Sohila,20,F,1,2025,Other Greater Cairo,Yes,No,Mathematics,edm,8.3,37.6,144,558,5,5,3081,2025-09-24,,,,3.8,3.43,Yes
S03608,Mariam,21,F,3,2023,6th of October/Sheikh Zayed,No,No,Biology,hiphop,8.0,22.7,56,208,1,4,7867,2026-02-07,,3.07,3.07,3.13,3.19,Yes
S03609,Hassan,20,M,1,2025,New Cairo,No,No,Biology,pop,8.1,16.4,50,335,2,7,3983,2025-11-14,,,,1.9,2.09,Yes
S03610,Marina,21,F,3,2023,6th of October/Sheikh Zayed,No,No,Business,jazz,6.5,25.7,226,227,2,7,3494,2026-04-20,,4.0,3.47,3.27,3.38,Yes
S03611,Farida,22,F,4,2022,6th of October/Sheikh Zayed,Yes,Yes,Computer Science,pop,8.3,21.5,18,81,4,7,2500,2026-04-26,2.95,3.1,3.17,3.57,3.35,Yes
S03612,Lara,18,F,1,2025,New Cairo,No,No,Business,hiphop,7.1,15.1,253,175,0,5,2500,2026-01-29,,,,3.31,2.98,Yes
S03613,Ibrahim,21,M,2,2024,6th of October/Sheikh Zayed,Yes,No,Business,hiphop,7.1,25.9,219,64,3,6,2832,2026-01-07,,,3.64,3.32,3.55,Yes
S03614,Farida,20,F,2,2024,Heliopolis,No,No,Engineering,jazz,7.2,22.0,85,104,4,4,3421,2026-03-16,,,3.42,3.84,3.64,Yes
S03615,Hassan,23,M,4,2022,6th of October/Sheikh Zayed,Yes,No,Business,hiphop,7.3,23.2,63,19,3,7,10666,2026-04-20,3.42,3.14,3.32,3.51,3.28,Yes
S03616,Dana,20,F,2,2024,Heliopolis,Yes,Yes,Psychology,pop,5.6,21.5,274,120,1,4,3183,2025-09-09,,,2.57,2.59,2.52,Yes
S03617,Jana,19,F,1,2025,New Cairo,No,No,Mathematics,hiphop,7.7,19.7,35,244,1,4,9012,2025-09-07,,,,3.16,2.93,Yes
S03618,Sohila,21,F,4,2022,6th of October/Sheikh Zayed,Yes,No,Computer Science,jazz,4.8,26.9,98,306,2,7,5003,2026-03-26,2.89,3.0,2.97,3.42,3.48,Yes
S03619,Mohamed,19,M,1,2025,New Cairo,Yes,No,Mathematics,rock,5.3,32.1,293,159,4,8,4703,2025-11-14,,,,3.78,3.64,Yes
S03620,Malak,20,F,2,2024,6th of October/Sheikh Zayed,Yes,Yes,Business,rock,8.8,23.7,63,95,2,5,9063,2026-05-07,,,3.66,3.71,3.45,Yes
S03621,Yassin,21,M,4,2022,6th of October/Sheikh Zayed,No,No,Business,hiphop,7.2,20.1,107,258,5,4,6964,2025-10-14,3.69,3.55,3.31,3.28,3.23,Yes
S03622,Salma,19,F,2,2024,New Cairo,No,No,Biology,hiphop,7.1,32.7,145,74,4,5,2500,2025-09-22,,,3.78,3.8,3.78,Yes
S03623,Mohamed,21,M,3,2023,Heliopolis,Yes,No,Computer Science,pop,7.4,17.6,87,132,2,7,3378,2026-04-25,,2.67,2.96,2.97,2.9,Yes
S03624,Habiba,20,F,1,2025,Heliopolis,Yes,No,Psychology,edm,6.7,17.3,182,144,2,7,3358,2025-10-03,,,,2.8,2.82,Yes
S03625,Habiba,21,F,2,2024,Heliopolis,Yes,No,Biology,edm,6.1,19.6,64,144,2,8,7121,2025-12-28,,,2.93,2.78,2.81,Yes
S03626,Abdulrahman,22,M,4,2022,Heliopolis,No,Yes,Biology,jazz,8.3,25.4,61,117,5,6,2939,2026-04-13,2.58,3.05,2.88,2.66,2.88,Yes
S03627,Nour,19,F,2,2024,New Cairo,No,Yes,Computer Science,rock,8.2,26.3,64,175,3,5,5182,2026-02-02,,,4.0,3.72,3.7,Yes
S03628,Karim,20,M,3,2023,New Cairo,Yes,Yes,Biology,rock,7.2,26.7,239,368,2,7,2507,2026-04-22,,3.37,3.62,3.48,3.32,Yes
S03629,Yahia,21,M,3,2023,New Cairo,No,No,Engineering,edm,7.7,29.7,101,138,2,7,3528,2025-11-30,,3.79,4.0,3.78,4.0,Yes
S03630,Zeina,18,F,1,2025,New Cairo,No,No,Computer Science,hiphop,4.5,14.8,9,93,4,6,3498,2026-03-30,,,,2.53,2.43,Yes
S03631,Salah,22,M,3,2023,Heliopolis,Yes,No,Engineering,pop,5.5,25.8,93,110,5,8,8772,2025-12-08,,2.86,3.02,3.25,3.05,Yes
S03632,Lara,21,F,4,2022,New Cairo,No,No,Business,pop,5.3,25.5,54,108,1,5,3120,2026-03-24,3.6,3.45,3.63,3.56,3.57,Yes
S03633,Abdulrahman,19,M,2,2024,Other Greater Cairo,No,No,Business,rock,3.9,20.7,119,45,0,8,3090,2026-04-13,,,2.54,2.77,2.79,Yes
S03634,Mostafa,22,M,3,2023,New Cairo,No,Yes,Business,rock,4.2,21.7,70,92,1,5,3811,2026-02-20,,3.24,3.11,3.28,3.12,Yes
S03635,Jana,23,F,4,2022,6th of October/Sheikh Zayed,No,No,Computer Science,jazz,7.0,21.4,56,239,2,7,6759,2026-01-06,3.07,3.16,3.24,3.08,3.25,Yes
S03636,Lisa,20,F,1,2025,Other Greater Cairo,No,No,Biology,pop,6.4,28.8,92,104,1,8,2500,2025-12-08,,,,4.0,3.89,Yes
S03637,Habiba,19,F,2,2024,Heliopolis,Yes,No,Business,pop,6.9,29.0,90,132,1,6,5921,2025-11-03,,,4.0,3.91,3.94,Yes
S03638,Youssef,19,M,1,2025,New Cairo,Yes,No,Psychology,edm,7.1,15.4,251,103,3,6,6880,2025-12-04,,,,2.19,2.2,Yes
S03639,Rawan,20,F,3,2023,6th of October/Sheikh Zayed,No,No,Business,rock,6.5,28.2,159,23,1,7,4548,2025-12-30,,3.69,3.66,3.71,3.79,Yes
S03640,Mohamed,21,M,3,2023,New Cairo,No,No,Computer Science,hiphop,,36.8,170,223,1,5,4484,2026-02-13,,3.56,3.98,3.81,4.0,Yes
S03641,Ali,20,M,2,2024,Other Greater Cairo,Yes,No,Engineering,jazz,6.9,40.0,224,69,5,6,5431,2026-04-12,,,3.94,4.0,4.0,Yes
S03642,Ahmed,22,M,4,2022,Heliopolis,No,No,Biology,classical,7.3,20.1,79,136,1,10,2500,2026-05-15,3.24,3.04,3.03,3.24,2.97,Yes
S03643,Nour,19,F,1,2025,Maadi/Zamalek,Yes,Yes,Biology,edm,8.2,22.4,83,286,1,6,2500,2026-04-10,,,,2.95,2.77,Yes
S03644,Mariam,20,F,2,2024,Heliopolis,Yes,No,Computer Science,hiphop,5.7,24.3,24,42,2,5,2500,2026-02-13,,,4.0,3.68,3.72,Yes
S03645,Ahmed,21,M,3,2023,New Cairo,Yes,No,Business,pop,5.9,8.8,191,27,2,4,2837,2025-09-12,,2.48,2.1,2.82,2.48,Yes
S03646,Mira,19,F,1,2025,Other Greater Cairo,Yes,No,Psychology,pop,5.4,18.6,32,104,0,7,2500,2025-09-29,,,,3.05,3.08,Yes
S03647,Mariam,22,F,4,2022,Heliopolis,No,No,Engineering,hiphop,6.7,19.5,231,184,7,7,19077,2026-05-09,3.61,3.49,3.08,3.27,3.35,Yes
S03648,Ahmed,20,M,2,2024,New Cairo,No,No,Engineering,pop,9.1,35.5,90,254,3,7,4332,2025-12-23,,,3.73,4.0,3.9,Yes
S03649,Yousef,20,M,2,2024,Maadi/Zamalek,Yes,No,Computer Science,classical,6.9,30.2,45,381,4,6,4326,2025-09-25,,,3.43,3.67,3.59,Yes
S03650,Mohamed,22,M,3,2023,Maadi/Zamalek,No,Yes,Mathematics,edm,7.2,38.5,31,86,3,8,2500,2025-12-16,,4.0,4.0,4.0,4.0,Yes
S03651,Mark,21,M,3,2023,New Cairo,No,No,Biology,pop,7.2,36.6,76,126,1,6,9460,2026-01-03,,3.83,3.79,3.81,4.0,Yes
S03652,Ali,19,M,1,2025,New Cairo,No,No,Business,pop,7.4,15.5,176,505,1,7,4735,2025-12-25,,,,2.01,1.97,No
S03653,Hana,21,F,2,2024,New Cairo,No,No,Engineering,edm,7.1,39.3,71,395,4,5,3572,2026-03-29,,,3.7,3.75,4.0,Yes
S03654,Hassan,21,M,2,2024,Heliopolis,Yes,No,Business,pop,6.4,28.3,32,39,1,7,2789,2026-04-25,,,3.92,3.51,3.69,Yes
S03655,Marwan,19,M,1,2025,New Cairo,No,No,Computer Science,pop,6.7,21.1,142,134,4,7,4162,2026-04-17,,,,3.09,3.01,Yes
S03656,Farida,21,F,2,2024,New Cairo,No,Yes,Psychology,jazz,7.3,13.2,271,115,0,4,3332,2026-02-21,,,2.91,2.48,2.55,Yes
S03657,Zeina,18,F,1,2025,6th of October/Sheikh Zayed,No,No,Business,hiphop,8.4,27.2,85,206,1,5,6052,2025-11-01,,,,3.37,3.56,Yes
S03658,Khaled,19,M,2,2024,New Cairo,No,No,Engineering,rock,7.2,29.3,243,421,2,6,5719,2026-02-14,,,3.58,3.47,3.23,Yes
S03659,Abdelrahman,23,M,4,2022,Maadi/Zamalek,Yes,No,Business,hiphop,7.0,18.8,137,178,0,7,7045,2026-01-17,3.52,3.41,3.33,3.46,3.25,Yes
S03660,Mariam,18,F,1,2025,New Cairo,Yes,No,Biology,rock,6.6,21.9,75,460,1,8,4681,2026-05-12,,,,2.61,2.72,Yes
S03661,Kareem,21,M,4,2022,Other Greater Cairo,Yes,Yes,Mathematics,pop,8.2,27.7,158,198,3,5,16134,2025-10-31,3.86,3.97,3.86,3.8,4.0,Yes
S03662,Abdulla,21,M,4,2022,Heliopolis,Yes,No,Biology,rock,7.1,31.6,44,135,1,7,6437,2025-09-16,3.7,4.0,3.67,4.0,3.83,Yes
S03663,Karma,21,F,4,2022,Heliopolis,Yes,Yes,Biology,pop,9.1,33.5,106,159,2,5,2500,2026-05-03,3.85,3.51,3.61,3.72,3.81,Yes
S03664,Yousef,20,M,1,2025,6th of October/Sheikh Zayed,Yes,Yes,Biology,pop,8.4,8.4,144,148,2,5,5620,2025-10-29,,,,1.47,1.73,No
S03665,Mohammed,18,M,1,2025,Heliopolis,Yes,No,Computer Science,pop,5.3,22.4,96,454,1,6,3371,2026-01-30,,,,2.59,2.62,Yes
S03666,Salma,18,F,1,2025,Maadi/Zamalek,Yes,No,Engineering,pop,6.1,34.9,77,89,5,8,5559,2025-11-21,,,,3.75,4.0,Yes
S03667,Rawan,20,F,3,2023,Maadi/Zamalek,Yes,Yes,Computer Science,hiphop,5.4,35.9,68,188,4,5,8077,2025-10-30,,3.93,4.0,3.89,4.0,Yes
S03668,George,21,M,2,2024,New Cairo,No,No,Engineering,hiphop,6.8,15.1,180,103,4,8,4625,2026-04-10,,,2.71,2.89,2.77,Yes
S03669,Jana,20,F,2,2024,Maadi/Zamalek,Yes,No,Engineering,rock,8.2,35.8,80,178,5,7,2552,2025-11-16,,,3.93,3.88,3.93,Yes
S03670,Salah,21,M,2,2024,Heliopolis,No,No,Mathematics,hiphop,7.4,29.2,209,258,2,6,5197,2025-10-23,,,4.0,3.62,3.72,Yes
S03671,Abdelrahman,19,M,2,2024,New Cairo,No,No,Business,pop,6.2,31.2,214,172,4,8,8225,2025-11-29,,,3.09,3.21,3.21,Yes
S03672,Nour,22,F,4,2022,6th of October/Sheikh Zayed,No,Yes,Psychology,edm,4.8,7.2,119,62,0,7,2924,2026-04-01,2.71,2.46,2.41,2.53,2.42,Yes
S03673,Dana,19,F,2,2024,Other Greater Cairo,No,No,Biology,edm,6.1,22.8,60,49,2,6,4272,2025-12-18,,,3.3,3.34,3.13,Yes
S03674,Malak,21,F,2,2024,New Cairo,No,No,computer science,pop,7.2,31.0,36,315,1,6,4933,2025-10-03,,,4.0,4.0,3.96,Yes
S03675,Yassin,23,M,4,2022,Heliopolis,No,Yes,psychology,pop,,23.9,99,325,1,5,2500,2026-02-07,2.42,2.7,2.15,2.61,2.38,Yes
S03676,Farida,21,F,4,2022,New Cairo,No,Yes,Engineering,hiphop,6.1,35.4,183,71,4,4,7951,2025-09-15,2.91,2.61,2.82,2.84,2.96,Yes
S03677,Nour,22,F,4,2022,New Cairo,No,No,Biology,rock,7.8,27.9,20,46,2,5,7471,2025-11-23,3.12,3.55,2.99,3.28,3.22,Yes
S03678,Mohamed,19,M,2,2024,Maadi/Zamalek,Yes,No,Business,pop,6.4,33.6,123,144,2,6,4255,2025-10-18,,,4.0,4.0,3.88,Yes
S03679,Lara,20,F,1,2025,Other Greater Cairo,Yes,No,Engineering,rock,5.3,16.6,79,107,4,7,5962,2026-05-09,,,,2.46,2.42,Yes
S03680,Zeinab,21,F,4,2022,Heliopolis,Yes,No,Psychology,pop,6.5,19.1,12,104,1,5,6943,2026-03-13,1.79,1.4,1.77,1.94,1.83,No
S03681,Mariam,21,F,4,2022,Other Greater Cairo,Yes,No,Biology,edm,7.6,29.4,23,152,4,6,4698,2025-11-24,3.32,3.25,3.56,3.81,3.6,Yes
S03682,Salma,20,F,2,2024,Heliopolis,Yes,No,Biology,classical,9.1,16.3,118,118,1,4,2500,2025-11-14,,,2.33,2.29,2.32,Yes
S03683,Habiba,20,F,2,2024,New Cairo,No,No,Business,hiphop,4.9,22.5,161,239,0,9,3510,2026-05-12,,,2.67,2.91,2.75,Yes
S03684,Adam,23,M,4,2022,New Cairo,No,No,Mathematics,pop,9.7,32.0,25,389,1,7,2817,2025-12-08,3.7,3.61,3.71,3.78,3.89,Yes
S03685,Mark,21,M,3,2023,6th of October/Sheikh Zayed,Yes,No,Psychology,pop,,10.8,120,114,1,6,6851,2026-04-27,,1.4,1.39,0.99,1.18,No
S03686,Yussuf,21,M,3,2023,New Cairo,Yes,No,Mathematics,pop,8.3,28.5,44,99,3,8,3710,2026-05-04,,4.0,3.93,3.45,3.58,Yes
S03687,Nour,22,F,3,2023,Heliopolis,Yes,No,Psychology,pop,7.3,1.5,101,289,0,4,15942,2025-10-18,,1.46,1.61,1.77,1.4,No
S03688,Ahmed,19,M,1,2025,Heliopolis,Yes,No,Psychology,pop,6.8,8.9,50,54,2,4,3429,2026-03-08,,,,2.24,2.29,Yes
S03689,Tarek,21,M,3,2023,New Cairo,Yes,No,Business,classical,7.3,19.5,13,78,3,6,9857,2026-01-10,,3.41,2.74,2.47,2.79,Yes
S03690,Omar,20,M,3,2023,6th of October/Sheikh Zayed,Yes,No,Psychology,rock,7.6,18.7,54,87,1,5,2500,2025-10-13,,3.09,2.74,2.52,2.84,Yes
S03691,Malak,23,F,4,2022,Other Greater Cairo,No,Yes,biology,pop,,25.4,67,366,3,5,2500,2025-10-31,2.8,3.02,2.32,2.68,2.62,Yes
S03692,Malak,21,F,2,2024,6th of October/Sheikh Zayed,Yes,No,Computer Science,edm,7.7,25.0,167,131,3,7,5892,2026-05-03,,,3.44,3.05,3.36,Yes
S03693,Sohila,21,F,2,2024,6th of October/Sheikh Zayed,Yes,Yes,Business,pop,6.4,25.3,134,147,2,9,6263,2025-12-17,,,3.37,3.04,3.08,Yes
S03694,Nourhan,18,F,1,2025,Heliopolis,Yes,Yes,Mathematics,pop,7.3,21.5,162,71,3,4,4365,2025-10-03,,,,3.62,3.73,Yes
S03695,Alia,22,F,4,2022,New Cairo,No,No,Business,hiphop,7.7,20.0,188,212,0,8,3132,2025-12-15,3.38,3.66,3.37,3.64,3.29,Yes
S03696,Nour,19,F,2,2024,Other Greater Cairo,Yes,No,Business,edm,3.9,24.8,40,66,3,7,5955,2025-10-24,,,2.39,2.84,2.74,Yes
S03697,Nour,20,F,3,2023,6th of October/Sheikh Zayed,Yes,No,Biology,rock,7.8,29.3,106,327,1,5,3135,2025-09-12,,3.11,3.63,3.55,3.46,Yes
S03698,Farida,21,F,2,2024,Heliopolis,Yes,Yes,Business,pop,4.4,34.1,139,81,0,8,7898,2025-12-06,,,3.5,3.78,3.68,Yes
S03699,Jana,22,F,3,2023,6th of October/Sheikh Zayed,Yes,No,Computer Science,classical,7.2,31.2,151,600,4,6,9388,2026-02-16,,4.0,3.9,3.81,3.83,Yes
S03700,Hassan,20,M,1,2025,Heliopolis,Yes,Yes,Biology,edm,9.1,23.2,58,89,2,5,3878,2026-01-26,,,,3.2,3.18,Yes
S03701,Ahmed,23,M,4,2022,Other Greater Cairo,No,No,Business,hiphop,6.6,20.6,286,241,3,6,3812,2026-04-03,2.63,2.63,2.74,2.64,2.85,Yes
S03702,Nour,19,F,2,2024,New Cairo,No,No,Engineering,hiphop,6.3,17.0,38,170,6,9,6152,2025-12-07,,,2.55,2.88,2.66,Yes
S03703,Malak,21,F,3,2023,6th of October/Sheikh Zayed,Yes,No,Computer Science,pop,7.0,25.6,290,74,1,4,10386,2026-02-25,,2.89,3.5,3.54,3.61,Yes
